,HUNDRED_BLOCK,HUNDRED_BLOCK_GEOCODED
3633,12500 23RD AVE     ,"[-122.875703, 49.0441129]"
3634,12500 24A AVE,"[-122.8752857, 49.0470474]"
3635,12500 24A AVE ,"[-122.8752857, 49.0470474]"
3636,12500 24TH AVE,"[-122.875665, 49.0457608]"
3637,12500 24TH AVE ,"[-122.875665, 49.0457608]"
3638,12500 25A AVE ,"[-122.8751601, 49.0489326]"
3639,12500 25TH AVE,"[-122.8757006, 49.0479863]"
3640,12500 25TH AVE ,"[-122.8757006, 49.0479863]"
3641,12500 25TH AVE     ,"[-122.8757006, 49.0479863]"
3642,12500 26A AVE,"[-122.8756886, 49.0507796]"
3643,12500 26A AVE ,"[-122.8756886, 49.0507796]"
3644,12500 26TH AVE,"[-122.8764113, 49.049762]"
3645,12500 26TH AVE ,"[-122.8764113, 49.049762]"
3646,12500 26TH AVE     ,"[-122.8764113, 49.049762]"
3647,12500 27TH AVE,"[-122.8763858, 49.0516956]"
3648,12500 27TH AVE ,"[-122.8763858, 49.0516956]"
3649,12500 28TH AVE     ,"[-122.8755975, 49.0530745]"
3650,12500 52A AVE,"[-122.8764197, 49.0979375]"
3651,12500 52A AVE ,"[-122.8764197, 49.0979375]"
3652,12500 53RD AVE ,"[-122.8765021, 49.0987423]"
3653,12500 55A AVE     ,"[-122.8712844, 49.1035359]"
3654,12500 55TH AVE,"[-122.8745548, 49.1027241]"
3655,12500 56TH AVE,"[-122.8761351, 49.1043825]"
3656,12500 56TH AVE ,"[-122.8761351, 49.1043825]"
3657,12500 57A AVE     ,"[-122.8761867, 49.1069721]"
3658,12500 58A AVE,"[-122.8764391, 49.1087062]"
3659,12500 58A AVE     ,"[-122.8764391, 49.1087062]"
3660,12500 58B AVE,"[-122.8764262, 49.1092426]"
3661,12500 58B AVE     ,"[-122.8764262, 49.1092426]"
3662,12500 60A AVE,"[-122.8757548, 49.1126182]"
3663,12500 60A AVE ,"[-122.8757548, 49.1126182]"
3664,12500 60A AVE     ,"[-122.8757548, 49.1126182]"
3665,12500 60TH AVE,"[-122.876367, 49.1117683]"
3666,12500 60TH AVE ,"[-122.876367, 49.1117683]"
3667,12500 60TH AVE     ,"[-122.876367, 49.1117683]"
3668,12500 61A AVE,"[-122.8769722, 49.1146021]"
3669,12500 61A AVE ,"[-122.8769722, 49.1146021]"
3670,12500 61ST AVE,"[-122.8757199, 49.1135164]"
3671,12500 61ST AVE ,"[-122.8757199, 49.1135164]"
3672,12500 61ST AVE     ,"[-122.8757199, 49.1135164]"
3673,12500 62A AVE,"[-122.8761836, 49.1163457]"
3674,12500 62A AVE     ,"[-122.8761836, 49.1163457]"
3675,12500 62B AVE,"[-122.8744658, 49.1167063]"
3676,12500 62B AVE ,"[-122.8744658, 49.1167063]"
3677,12500 62B AVE     ,"[-122.8744658, 49.1167063]"
3678,12500 62ND AVE,"[-122.8762429, 49.1154825]"
3679,12500 62ND AVE ,"[-122.8762429, 49.1154825]"
3680,12500 62ND AVE     ,"[-122.8762429, 49.1154825]"
3681,12500 64TH AVE,"[-122.8761704, 49.1191211]"
3682,12500 64TH AVE ,"[-122.8761704, 49.1191211]"
3683,12500 66A AVE ,"[-122.874041, 49.1234677]"
3684,12500 66A AVE     ,"[-122.874041, 49.1234677]"
3685,12500 66TH AVE,"[-122.8760742, 49.1228679]"
3686,12500 66TH AVE ,"[-122.8760742, 49.1228679]"
3687,12500 66TH AVE     ,"[-122.8760742, 49.1228679]"
3688,12500 67TH AVE,"[-122.8747949, 49.12478]"
3689,12500 67TH AVE ,"[-122.8747949, 49.12478]"
3690,12500 67TH AVE     ,"[-122.8747949, 49.12478]"
3691,12500 68A AVE,"[-122.8740656, 49.1274867]"
3692,12500 68A AVE ,"[-122.8740656, 49.1274867]"
3693,12500 68TH AVE,"[-122.8762208, 49.1266117]"
3694,12500 68TH AVE ,"[-122.8762208, 49.1266117]"
3695,12500 68TH AVE     ,"[-122.8762208, 49.1266117]"
3696,12500 69A AVE,"[-122.8745434, 49.1290572]"
3697,12500 69A AVE ,"[-122.8745434, 49.1290572]"
3698,12500 70A AVE,"[-122.874579, 49.1310473]"
3699,12500 70A AVE ,"[-122.874579, 49.1310473]"
3700,12500 70A AVE     ,"[-122.874579, 49.1310473]"
3701,12500 70TH AVE,"[-122.8744088, 49.1298485]"
3702,12500 70TH AVE ,"[-122.8744088, 49.1298485]"
3703,12500 70TH AVE     ,"[-122.8744088, 49.1298485]"
3704,12500 71ST AVE,"[-122.8745318, 49.1322371]"
3705,12500 71ST AVE ,"[-122.8745318, 49.1322371]"
3706,12500 72ND AVE,"[-122.8762427, 49.1338236]"
3707,12500 72ND AVE ,"[-122.8762427, 49.1338236]"
3708,12500 72ND AVE     ,"[-122.8762427, 49.1338236]"
3709,12500 74A AVE,"[-122.8767226, 49.1383945]"
3710,12500 74A AVE ,"[-122.8767226, 49.1383945]"
3711,12500 74A AVE     ,"[-122.8767226, 49.1383945]"
3712,12500 75A AVE,"[-122.8762262, 49.1400799]"
3713,12500 75A AVE ,"[-122.8762262, 49.1400799]"
3714,12500 75A AVE     ,"[-122.8762262, 49.1400799]"
3715,12500 75TH AVE,"[-122.8762292, 49.1392298]"
3716,12500 75TH AVE ,"[-122.8762292, 49.1392298]"
3717,12500 75TH AVE     ,"[-122.8762292, 49.1392298]"
3718,12500 76A AVE,"[-122.8754048, 49.1419307]"
3719,12500 76A AVE ,"[-122.8754048, 49.1419307]"
3720,12500 76A AVE     ,"[-122.8754048, 49.1419307]"
3721,12500 76TH AVE,"[-122.8761844, 49.1410212]"
3722,12500 76TH AVE ,"[-122.8761844, 49.1410212]"
3723,12500 76TH AVE     ,"[-122.8761844, 49.1410212]"
3724,12500 77A AVE ,"[-122.8754508, 49.1433873]"
3725,12500 77B AVE,"[-122.8754792, 49.1442885]"
3726,12500 77B AVE ,"[-122.8754792, 49.1442885]"
3727,12500 77B AVE     ,"[-122.8754792, 49.1442885]"
3728,12500 80TH AVE,"[-122.875923, 49.1482889]"
3729,12500 80TH AVE ,"[-122.875923, 49.1482889]"
3730,12500 80TH AVE     ,"[-122.875923, 49.1482889]"
3731,12500 82ND AVE,"[-122.8762725, 49.1519309]"
3732,12500 82ND AVE ,"[-122.8762725, 49.1519309]"
3733,12500 82ND AVE     ,"[-122.8762725, 49.1519309]"
3734,12500 88TH AVE,"[-122.8733823, 49.1628363]"
3735,12500 88TH AVE ,"[-122.8733823, 49.1628363]"
3736,12500 88TH AVE     ,"[-122.8733823, 49.1628363]"
3737,12500 89A AVE,"[-122.8758235, 49.1655707]"
3738,12500 89A AVE ,"[-122.8758235, 49.1655707]"
3739,12500 89A AVE     ,"[-122.8758235, 49.1655707]"
3740,12500 89TH AVE,"[-122.8758247, 49.1646986]"
3741,12500 89TH AVE ,"[-122.8758247, 49.1646986]"
3742,12500 90A AVE,"[-122.8764186, 49.1674111]"
3743,12500 90A AVE ,"[-122.8764186, 49.1674111]"
3744,12500 90A AVE     ,"[-122.8764186, 49.1674111]"
3745,12500 90TH AVE,"[-122.8764512, 49.1665086]"
3746,12500 90TH AVE ,"[-122.8764512, 49.1665086]"
3747,12500 90TH AVE     ,"[-122.8764512, 49.1665086]"
3748,12500 91A AVE,"[-122.8757242, 49.1692083]"
3749,12500 91A AVE ,"[-122.8757242, 49.1692083]"
3750,12500 91A AVE     ,"[-122.8757242, 49.1692083]"
3751,12500 91ST AVE,"[-122.87642, 49.1682946]"
3752,12500 91ST AVE ,"[-122.87642, 49.1682946]"
3753,12500 92ND AVE,"[-122.8764349, 49.1700863]"
3754,12500 92ND AVE ,"[-122.8764349, 49.1700863]"
3755,12500 92ND AVE     ,"[-122.8764349, 49.1700863]"
3756,12500 93RD AVE,"[-122.8764224, 49.1717167]"
3757,12500 93RD AVE ,"[-122.8764224, 49.1717167]"
3758,12500 93RD AVE     ,"[-122.8764224, 49.1717167]"
3759,12500 94A AVE,"[-122.8756591, 49.1744507]"
3760,12500 94A AVE ,"[-122.8756591, 49.1744507]"
3761,12500 94A AVE     ,"[-122.8756591, 49.1744507]"
3762,12500 95TH AVE,"[-122.8764152, 49.1752826]"
3763,12500 95TH AVE ,"[-122.8764152, 49.1752826]"
3764,12500 96A AVE,"[-122.8763536, 49.1780336]"
3765,12500 96A AVE ,"[-122.8763536, 49.1780336]"
3766,12500 96A AVE     ,"[-122.8763536, 49.1780336]"
3767,12500 96TH AVE ,"[-122.8764155, 49.1771044]"
3768,12500 96TH AVE     ,"[-122.8764155, 49.1771044]"
3769,12500 97A AVE,"[-122.8747745, 49.1798561]"
3770,12500 97A AVE ,"[-122.8747745, 49.1798561]"
3771,12500 97A AVE     ,"[-122.8747745, 49.1798561]"
3772,12500 97B AVE,"[-122.8762804, 49.1801453]"
3773,12500 97B AVE ,"[-122.8762804, 49.1801453]"
3774,12500 97B AVE     ,"[-122.8762804, 49.1801453]"
3775,12500 97TH AVE,"[-122.8762181, 49.1793484]"
3776,12500 97TH AVE ,"[-122.8762181, 49.1793484]"
3777,12500 97TH AVE     ,"[-122.8762181, 49.1793484]"
3778,12500 98TH AVE,"[-122.8791478, 49.1806767]"
3779,12500 98TH AVE ,"[-122.8791478, 49.1806767]"
3780,12500 98TH AVE     ,"[-122.8791478, 49.1806767]"
3781,12500 99A AVE ,"[-122.8760144, 49.1830843]"
3782,12500 99A AVE     ,"[-122.8760144, 49.1830843]"
3783,12500 99TH AVE,"[-122.8761274, 49.1824231]"
3784,12500 99TH AVE ,"[-122.8761274, 49.1824231]"
3785,12500 99TH AVE     ,"[-122.8761274, 49.1824231]"
3786,12500 BLOCK 110TH AVE,"[-122.8759307, 49.2025968]"
3787,12500 BLOCK 110TH AVE    ,"[-122.8759307, 49.2025968]"
3788,12500 BLOCK 76A AVE    ,"[-122.8754048, 49.1419307]"
3789,12500 BLOCK 82ND AVE,"[-122.8762725, 49.1519309]"
3790,12500 BLOCK 88TH AVE,"[-122.8733823, 49.1628363]"
3791,12500 BLOCK 99A AVE,"[-122.8760144, 49.1830843]"
3792,12500 BLOCK OLD YALE RD,"[-122.8759115, 49.1970526]"
3793,12500 CENTRE DR,"[-122.8749299, 49.1857473]"
3794,12500 CENTRE DR ,"[-122.8749299, 49.1857473]"
3795,12500 CRESCENT RD,"[-122.8757323, 49.0541122]"
3796,12500 CRESCENT RD ,"[-122.8757323, 49.0541122]"
3797,12500 CRESCENT RD     ,"[-122.8757323, 49.0541122]"
3798,12500 GROVE CRES,"[-122.8758546, 49.1824412]"
3799,12500 GROVE CRES ,"[-122.8758546, 49.1824412]"
3800,12500 GROVE CRES     ,"[-122.8758546, 49.1824412]"
3801,12500 KING GEORGE BLVD,"[-122.8968593, 49.2085329]"
3802,12500 OCEAN CLIFF DR,"[-122.8748324, 49.039382]"
3803,12500 OCEAN FOREST PL,"[-122.8756137, 49.0403048]"
3804,12500 OLD YALE RD,"[-122.8759115, 49.1970526]"
3805,12500 OLD YALE RD    ,"[-122.8759115, 49.1970526]"
3806,12500 PINEWOOD CRES,"[-122.8761218, 49.1810314]"
3807,12500 PINEWOOD CRES ,"[-122.8761218, 49.1810314]"
3808,12500 PINEWOOD CRES     ,"[-122.8761218, 49.1810314]"
3809,12500 WELLS PL,"[-122.8753238, 49.1708829]"
3810,12500 WELLS PL ,"[-122.8753238, 49.1708829]"
3811,12500 WELLS PL     ,"[-122.8753238, 49.1708829]"
3812,125A ST / 102ND AVE,"[-122.8741072, 49.1880699]"
3813,125A ST / 104B AVE,"[-122.8751373, 49.1932101]"
3814,125A ST / 104TH AVE,"[-122.8751207, 49.1917645]"
3815,125A ST / 106TH AVE,"[-122.8750928, 49.1954027]"
3816,125A ST / 112A AVE,"[-122.8744447, 49.2071152]"
3817,125A ST / 113B AVE,"[-122.8744315, 49.2089428]"
3818,125A ST / 113TH AVE,"[-122.874438, 49.2080304]"
3819,125A ST / 114TH AVE,"[-122.8744264, 49.2098346]"
3820,125A ST / 55A AVE,"[-122.8745344, 49.1035637]"
3821,125A ST / 66TH AVE,"[-122.875078, 49.1229022]"
3822,125A ST / 70TH AVE,"[-122.8744081, 49.1298777]"
3823,125A ST / 71ST AVE,"[-122.8745313, 49.1322664]"
3824,125A ST / 92ND AVE,"[-122.8748607, 49.1700531]"
3825,125A ST / COLEBROOK RD,"[-122.8748455, 49.0943807]"
3826,125A ST / OLD YALE RD,"[-122.8751093, 49.1971555]"
3827,125B ST / OLD YALE RD,"[-122.8739171, 49.1976444]"
3828,125TH ST / 100TH AVE,"[-122.8753159, 49.1844966]"
3829,125TH ST / 104TH AVE,"[-122.876253, 49.1917766]"
3830,125TH ST / 109TH AVE,"[-122.8759404, 49.2007925]"
3831,125TH ST / 110TH AVE,"[-122.8759308, 49.2026283]"
3832,125TH ST / 58B AVE,"[-122.8764257, 49.1092786]"
3833,125TH ST / 60A AVE,"[-122.8771615, 49.1129203]"
3834,125TH ST / 60TH AVE,"[-122.8763671, 49.1117998]"
3835,125TH ST / 68TH AVE,"[-122.87622, 49.1266432]"
3836,125TH ST / 72ND AVE,"[-122.8762427, 49.1339578]"
3837,125TH ST / 73A AVE,"[-122.8762719, 49.1361761]"
3838,125TH ST / 75A AVE,"[-122.8762266, 49.1401159]"
3839,125TH ST / 76A AVE,"[-122.8766794, 49.141841]"
3840,125TH ST / 76TH AVE,"[-122.8766531, 49.1410699]"
3841,125TH ST / 77A AVE,"[-122.8764955, 49.1437234]"
3842,125TH ST / 77B AVE,"[-122.8763651, 49.1443377]"
3843,125TH ST / 80TH AVE,"[-122.8755364, 49.1483097]"
3844,125TH ST / 82ND AVE,"[-128.5997222, 54.5163889]"
3845,125TH ST / 92ND AVE,"[-122.8764319, 49.1701177]"
3846,125TH ST / 95A AVE,"[-122.8764106, 49.1762708]"
3847,125TH ST / 95TH AVE,"[-122.8764156, 49.1753186]"
3848,125TH ST / 96TH AVE,"[-122.8764151, 49.1771629]"
3849,125TH ST / SCOTT ROAD STATION,"[-122.8739638, 49.2042903]"
3850,125TH ST / SCOTT ROAD STN,"[-122.8739638, 49.2042903]"
3851,12600  110TH AVE,"[-122.8722971, 49.2025995]"
3852,12600  68TH AVE,"[-122.8706316, 49.1265638]"
3853,12600  76TH AVE,"[-122.87348, 49.140778]"
3854,12600  80TH AVE,"[-122.872133, 49.1482064]"
3855,12600  92ND AVE,"[-122.8736428, 49.1699782]"
3856,12600 100TH AVE,"[-122.8722817, 49.1844563]"
3857,12600 100TH AVE ,"[-122.8722817, 49.1844563]"
3858,12600 100TH AVE     ,"[-122.8722817, 49.1844563]"
3859,12600 102ND AVE ,"[-122.8731175, 49.1880171]"
3860,12600 104TH AVE,"[-122.8119168, 49.1915347]"
3861,12600 104TH AVE ,"[-122.8119168, 49.1915347]"
3862,12600 110TH AVE ,"[-122.8722971, 49.2025995]"
3863,12600 110TH AVE     ,"[-122.8722971, 49.2025995]"
3864,12600 112A AVE ,"[-122.8731443, 49.207081]"
3865,12600 112A AVE     ,"[-122.8731443, 49.207081]"
3866,12600 112B AVE ,"[-122.8708526, 49.2076426]"
3867,12600 113B AVE,"[-122.8730643, 49.2087843]"
3868,12600 113B AVE ,"[-122.8730643, 49.2087843]"
3869,12600 113B AVE     ,"[-122.8730643, 49.2087843]"
3870,12600 113TH AVE,"[-122.8730073, 49.2079987]"
3871,12600 113TH AVE ,"[-122.8730073, 49.2079987]"
3872,12600 113TH AVE     ,"[-122.8730073, 49.2079987]"
3873,12600 114A AVE,"[-122.8708459, 49.2104885]"
3874,12600 114B AVE,"[-122.8708408, 49.2111911]"
3875,12600 114B AVE ,"[-122.8708408, 49.2111911]"
3876,12600 114TH AVE ,"[-122.8732225, 49.2097962]"
3877,12600 115B AVE ,"[-122.8729871, 49.2125458]"
3878,12600 115B AVE     ,"[-122.8729871, 49.2125458]"
3879,12600 116TH AVE,"[-122.873083, 49.2134305]"
3880,12600 116TH AVE ,"[-122.873083, 49.2134305]"
3881,12600 14B AVE ,"[-122.8720552, 49.0290995]"
3882,12600 14TH AVE ,"[-122.8720482, 49.0283855]"
3883,12600 14TH AVE     ,"[-122.8720482, 49.0283855]"
3884,12600 15A AVE ,"[-122.8730535, 49.030565]"
3885,12600 15A AVE     ,"[-122.8730535, 49.030565]"
3886,12600 15TH AVE ,"[-122.8727488, 49.0298294]"
3887,12600 16TH AVE,"[-122.870444, 49.0312713]"
3888,12600 16TH AVE     ,"[-122.870444, 49.0312713]"
3889,12600 17A AVE,"[-122.872237, 49.0338555]"
3890,12600 17A AVE ,"[-122.872237, 49.0338555]"
3891,12600 17A AVE     ,"[-122.872237, 49.0338555]"
3892,12600 18A AVE,"[-122.8709724, 49.0358269]"
3893,12600 18TH AVE ,"[-122.8725022, 49.0347747]"
3894,12600 18TH AVE     ,"[-122.8725022, 49.0347747]"
3895,12600 19A AVE ,"[-122.8725399, 49.0375916]"
3896,12600 19A AVE     ,"[-122.8725399, 49.0375916]"
3897,12600 19TH AVE,"[-122.8703708, 49.0366443]"
3898,12600 19TH AVE     ,"[-122.8703708, 49.0366443]"
3899,12600 20TH AVE,"[-122.8722683, 49.0385518]"
3900,12600 20TH AVE     ,"[-122.8722683, 49.0385518]"
3901,12600 21A AVE ,"[-122.8715239, 49.0413627]"
3902,12600 21A AVE     ,"[-122.8715239, 49.0413627]"
3903,12600 22ND AVE ,"[-122.8727639, 49.042546]"
3904,12600 23RD AVE ,"[-122.8728341, 49.0440802]"
3905,12600 24A AVE,"[-122.8728749, 49.047043]"
3906,12600 24A AVE     ,"[-122.8728749, 49.047043]"
3907,12600 24TH AVE,"[-122.8727386, 49.0457576]"
3908,12600 24TH AVE     ,"[-122.8727386, 49.0457576]"
3909,12600 25A AVE ,"[-122.8716399, 49.0488634]"
3910,12600 25A AVE     ,"[-122.8716399, 49.0488634]"
3911,12600 25TH AVE,"[-122.8731426, 49.0480918]"
3912,12600 25TH AVE ,"[-122.8731426, 49.0480918]"
3913,12600 26A AVE,"[-122.8731125, 49.0507614]"
3914,12600 26A AVE ,"[-122.8731125, 49.0507614]"
3915,12600 26A AVE     ,"[-122.8731125, 49.0507614]"
3916,12600 26TH AVE,"[-122.8731195, 49.0496811]"
3917,12600 26TH AVE ,"[-122.8731195, 49.0496811]"
3918,12600 26TH AVE     ,"[-122.8731195, 49.0496811]"
3919,12600 27A AVE,"[-122.8731004, 49.0521452]"
3920,12600 27A AVE ,"[-122.8731004, 49.0521452]"
3921,12600 27A AVE     ,"[-122.8731004, 49.0521452]"
3922,12600 28TH AVE,"[-122.8731005, 49.053022]"
3923,12600 54TH AVE     ,"[-122.8742324, 49.1005048]"
3924,12600 55A AVE,"[-122.8733278, 49.1035308]"
3925,12600 55TH AVE,"[-122.8720702, 49.1027158]"
3926,12600 55TH AVE ,"[-122.8720702, 49.1027158]"
3927,12600 56A AVE ,"[-122.8728277, 49.1057254]"
3928,12600 56TH AVE,"[-122.8733613, 49.1043872]"
3929,12600 56TH AVE ,"[-122.8733613, 49.1043872]"
3930,12600 56TH AVE     ,"[-122.8733613, 49.1043872]"
3931,12600 57A AVE,"[-122.8728304, 49.1068744]"
3932,12600 57A AVE ,"[-122.8728304, 49.1068744]"
3933,12600 57A AVE     ,"[-122.8728304, 49.1068744]"
3934,12600 58TH AVE,"[-122.5523538, 49.107685]"
3935,12600 58TH AVE ,"[-122.5523538, 49.107685]"
3936,12600 59A AVE,"[-122.8735052, 49.1108723]"
3937,12600 59A AVE ,"[-122.8735052, 49.1108723]"
3938,12600 59A AVE     ,"[-122.8735052, 49.1108723]"
3939,12600 60A AVE,"[-122.8735245, 49.1128277]"
3940,12600 60A AVE ,"[-122.8735245, 49.1128277]"
3941,12600 60A AVE     ,"[-122.8735245, 49.1128277]"
3942,12600 60TH AVE,"[-122.8734992, 49.1117687]"
3943,12600 60TH AVE ,"[-122.8734992, 49.1117687]"
3944,12600 60TH AVE     ,"[-122.8734992, 49.1117687]"
3945,12600 61B AVE,"[-122.8715766, 49.1144859]"
3946,12600 61B AVE ,"[-122.8715766, 49.1144859]"
3947,12600 61B AVE     ,"[-122.8715766, 49.1144859]"
3948,12600 62ND AVE,"[-122.8734707, 49.1154627]"
3949,12600 62ND AVE ,"[-122.8734707, 49.1154627]"
3950,12600 62ND AVE     ,"[-122.8734707, 49.1154627]"
3951,12600 63RD AVE,"[-122.8713301, 49.1173414]"
3952,12600 63RD AVE ,"[-122.8713301, 49.1173414]"
3953,12600 63RD AVE     ,"[-122.8713301, 49.1173414]"
3954,12600 64TH AVE,"[-122.6783311, 49.1190047]"
3955,12600 64TH AVE ,"[-122.6783311, 49.1190047]"
3956,12600 66TH AVE,"[-122.8724232, 49.1227197]"
3957,12600 66TH AVE ,"[-122.8724232, 49.1227197]"
3958,12600 66TH AVE     ,"[-122.8724232, 49.1227197]"
3959,12600 67A AVE,"[-122.8734206, 49.1250013]"
3960,12600 67A AVE ,"[-122.8734206, 49.1250013]"
3961,12600 67A AVE     ,"[-122.8734206, 49.1250013]"
3962,12600 67B AVE,"[-122.873395, 49.125848]"
3963,12600 67B AVE ,"[-122.873395, 49.125848]"
3964,12600 67B AVE     ,"[-122.873395, 49.125848]"
3965,12600 68A AVE,"[-122.8721767, 49.1274814]"
3966,12600 68A AVE ,"[-122.8721767, 49.1274814]"
3967,12600 68A AVE     ,"[-122.8721767, 49.1274814]"
3968,12600 68TH AVE,"[-122.8706316, 49.1265638]"
3969,12600 68TH AVE ,"[-122.8706316, 49.1265638]"
3970,12600 68TH AVE     ,"[-122.8706316, 49.1265638]"
3971,12600 69TH AVE ,"[-122.8712111, 49.128266]"
3972,12600 69TH AVE     ,"[-122.8712111, 49.128266]"
3973,12600 70A AVE,"[-122.8723109, 49.1306448]"
3974,12600 70A AVE ,"[-122.8723109, 49.1306448]"
3975,12600 70A AVE     ,"[-122.8723109, 49.1306448]"
3976,12600 70TH AVE,"[-122.8720499, 49.1298244]"
3977,12600 70TH AVE ,"[-122.8720499, 49.1298244]"
3978,12600 70TH AVE     ,"[-122.8720499, 49.1298244]"
3979,12600 72ND AVE,"[-122.8734178, 49.1338262]"
3980,12600 72ND AVE ,"[-122.8734178, 49.1338262]"
3981,12600 72ND AVE     ,"[-122.8734178, 49.1338262]"
3982,12600 76TH AVE ,"[-122.87348, 49.140778]"
3983,12600 78TH AVE ,"[-122.8721757, 49.1446025]"
3984,12600 80TH AVE,"[-122.872133, 49.1482064]"
3985,12600 80TH AVE ,"[-122.872133, 49.1482064]"
3986,12600 80TH AVE     ,"[-122.872133, 49.1482064]"
3987,12600 82ND AVE,"[-122.873501, 49.1518728]"
3988,12600 82ND AVE ,"[-122.873501, 49.1518728]"
3989,12600 82ND AVE     ,"[-122.873501, 49.1518728]"
3990,12600 88A AVE,"[-122.8735376, 49.163724]"
3991,12600 88A AVE ,"[-122.8735376, 49.163724]"
3992,12600 88A AVE     ,"[-122.8735376, 49.163724]"
3993,12600 88TH AVE,"[-122.8729195, 49.1628076]"
3994,12600 88TH AVE ,"[-122.8729195, 49.1628076]"
3995,12600 88TH AVE     ,"[-122.8729195, 49.1628076]"
3996,12600 89A AVE,"[-122.8735772, 49.1654893]"
3997,12600 89A AVE ,"[-122.8735772, 49.1654893]"
3998,12600 89A AVE     ,"[-122.8735772, 49.1654893]"
3999,12600 89TH AVE,"[-122.8735533, 49.1646101]"
4000,12600 89TH AVE ,"[-122.8735533, 49.1646101]"
4001,12600 90A AVE,"[-122.8736104, 49.1672995]"
4002,12600 90A AVE ,"[-122.8736104, 49.1672995]"
4003,12600 90A AVE     ,"[-122.8736104, 49.1672995]"
4004,12600 90TH AVE,"[-122.8735885, 49.1663951]"
4005,12600 90TH AVE ,"[-122.8735885, 49.1663951]"
4006,12600 90TH AVE     ,"[-122.8735885, 49.1663951]"
4007,12600 91A AVE,"[-122.8736127, 49.1690898]"
4008,12600 91A AVE ,"[-122.8736127, 49.1690898]"
4009,12600 91A AVE     ,"[-122.8736127, 49.1690898]"
4010,12600 91ST AVE,"[-122.8736048, 49.1681877]"
4011,12600 91ST AVE ,"[-122.8736048, 49.1681877]"
4012,12600 91ST AVE     ,"[-122.8736048, 49.1681877]"
4013,12600 92ND AVE,"[-122.8736428, 49.1699782]"
4014,12600 92ND AVE ,"[-122.8736428, 49.1699782]"
4015,12600 92ND AVE     ,"[-122.8736428, 49.1699782]"
4016,12600 93A AVE,"[-122.8727106, 49.1726028]"
4017,12600 93A AVE ,"[-122.8727106, 49.1726028]"
4018,12600 93A AVE     ,"[-122.8727106, 49.1726028]"
4019,12600 93RD AVE,"[-122.8722425, 49.171717]"
4020,12600 93RD AVE ,"[-122.8722425, 49.171717]"
4021,12600 93RD AVE     ,"[-122.8722425, 49.171717]"
4022,12600 94TH AVE,"[-122.8729356, 49.1735031]"
4023,12600 94TH AVE ,"[-122.8729356, 49.1735031]"
4024,12600 94TH AVE     ,"[-122.8729356, 49.1735031]"
4025,12600 95TH AVE,"[-122.8744371, 49.1752833]"
4026,12600 95TH AVE ,"[-122.8744371, 49.1752833]"
4027,12600 95TH AVE     ,"[-122.8744371, 49.1752833]"
4028,12600 96A AVE,"[-122.8734732, 49.1780444]"
4029,12600 96A AVE ,"[-122.8734732, 49.1780444]"
4030,12600 96A AVE     ,"[-122.8734732, 49.1780444]"
4031,12600 96TH AVE,"[-122.8735458, 49.177095]"
4032,12600 96TH AVE ,"[-122.8735458, 49.177095]"
4033,12600 97A AVE,"[-122.8732561, 49.1798443]"
4034,12600 97A AVE ,"[-122.8732561, 49.1798443]"
4035,12600 97A AVE     ,"[-122.8732561, 49.1798443]"
4036,12600 97TH AVE,"[-122.8734371, 49.1789263]"
4037,12600 97TH AVE ,"[-122.8734371, 49.1789263]"
4038,12600 97TH AVE     ,"[-122.8734371, 49.1789263]"
4039,12600 98TH AVE,"[-122.873351, 49.1807807]"
4040,12600 98TH AVE ,"[-122.873351, 49.1807807]"
4041,12600 98TH AVE     ,"[-122.873351, 49.1807807]"
4042,12600 99TH AVE,"[-122.8733336, 49.1822761]"
4043,12600 99TH AVE ,"[-122.8733336, 49.1822761]"
4044,12600 99TH AVE     ,"[-122.8733336, 49.1822761]"
4045,12600 BECKETT RD ,"[-122.8725303, 49.0537515]"
4046,12600 BECKETT RD     ,"[-122.8725303, 49.0537515]"
4047,12600 BLOCK 110TH AVE    ,"[-122.8722971, 49.2025995]"
4048,12600 BLOCK 64TH AVE,"[-122.6783311, 49.1190047]"
4049,12600 BLOCK 66TH AVE,"[-122.8724232, 49.1227197]"
4050,12600 BLOCK 67A AVE,"[-122.8734206, 49.1250013]"
4051,12600 BLOCK 82ND AVE,"[-122.873501, 49.1518728]"
4052,12600 CENTRE DR,"[-122.8730398, 49.1871024]"
4053,12600 CENTRE DR ,"[-122.8730398, 49.1871024]"
4054,12600 CRESCENT RD ,"[-122.8725561, 49.0537483]"
4055,12600 DRUMMOND PL ,"[-122.8711118, 49.1664798]"
4056,12600 GROVE CRES,"[-122.8733949, 49.1814496]"
4057,12600 GROVE CRES ,"[-122.8733949, 49.1814496]"
4058,12600 GROVE CRES     ,"[-122.8733949, 49.1814496]"
4059,12600 HAMPTON BLVD N,"[-122.872942, 49.1243481]"
4060,12600 HAMPTON BLVD N    ,"[-122.872942, 49.1243481]"
4061,12600 HAMPTON CRT,"[-122.8724148, 49.1236039]"
4062,12600 HAMPTON CRT     ,"[-122.8724148, 49.1236039]"
4063,12600 KING GEORGE BLVD,"[-122.8748766, 49.2058775]"
4064,12600 KING GEORGE BLVD    ,"[-122.8748766, 49.2058775]"
4065,12600 OCEAN CLIFF DR,"[-122.8728671, 49.0394335]"
4066,12600 OCEAN CLIFF DR    ,"[-122.8728671, 49.0394335]"
4067,12600 OLD YALE RD,"[-122.867616, 49.1993327]"
