INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Break and Enter - Business,19500 96TH AVE,1,2017,17-3020
Fatal/Injury Collision,70A AVE / 123RD ST,1,2017,17-3182
Fatal/Injury Collision,8300 146A ST,1,2017,17-4101
Fatal/Injury Collision,156TH ST / 94TH AVE,1,2017,17-3249
Fatal/Injury Collision,122ND ST / 96TH AVE,1,2017,17-3288
Fatal/Injury Collision,14900 62ND AVE,1,2017,17-3294
Fatal/Injury Collision,88TH AVE / 132ND ST,1,2017,17-3298
Fatal/Injury Collision,80TH AVE / 132ND ST,1,2017,17-3335
Fatal/Injury Collision,101A AVE / 154TH ST,1,2017,17-3337
Shoplifting,10100 KING GEORGE BLVD,1,2017,17-3155
Shoplifting,6900 KING GEORGE BLVD,1,2017,17-3158
Shoplifting,10300 KING GEORGE BLVD,1,2017,17-3178
Shoplifting,10300 KING GEORGE BLVD,1,2017,17-3196
Shoplifting,1700 152ND ST,1,2017,17-4070
Shoplifting,12000 NORDEL WAY,1,2017,17-4118
Shoplifting,10100 KING GEORGE BLVD,1,2017,17-3226
Shoplifting,7300 KING GEORGE BLVD,1,2017,17-3299
Theft from Motor Vehicle,10200 SEMIAHMOO RD,1,2017,17-9757
Theft from Motor Vehicle,8000 120A ST,1,2017,17-3085
Theft from Motor Vehicle,10700 GUILDFORD DR,1,2017,17-3050
Theft from Motor Vehicle,18100 CLAYTONWOOD CRES,1,2017,17-3174
Theft from Motor Vehicle,123A ST / 99TH AVE,1,2017,17-3229
Theft from Motor Vehicle,18300 HUNTER PL,1,2017,17-3101
Theft from Motor Vehicle,9100 142B ST,1,2017,17-3175
Theft from Motor Vehicle,10500 132ND ST,1,2017,17-3640
Theft from Motor Vehicle,6400 184A ST,1,2017,17-3145
Theft from Motor Vehicle,18600 64TH AVE,1,2017,17-3151
Theft from Motor Vehicle,18300 63RD AVE,1,2017,17-3599
Theft from Motor Vehicle,15100 101ST AVE,1,2017,17-3235
Theft from Motor Vehicle,13000 LINTON WAY,1,2017,17-3459
Theft from Motor Vehicle,9000 PRINCE CHARLES BLVD,1,2017,17-4269
Theft from Motor Vehicle,10200 CITY PKWY,1,2017,17-3307
Theft from Motor Vehicle,6500 132ND ST,1,2017,17-3375
Theft from Motor Vehicle,16300 108TH AVE,1,2017,17-3708
Theft from Motor Vehicle,17100 65TH AVE,1,2017,17-4028
Theft from Motor Vehicle,13000 106A AVE,1,2017,17-3524
Theft from Motor Vehicle,13300 102A AVE,1,2017,17-3608
Theft from Motor Vehicle,11200 134TH ST,1,2017,17-4113
Theft from Motor Vehicle,7100 138TH ST,1,2017,17-3392
Theft from Motor Vehicle,16300 26TH AVE,1,2017,17-3381
Theft from Motor Vehicle,14600 88TH AVE,1,2017,17-3387
Theft from Motor Vehicle,8200 134TH ST,1,2017,17-3596
Theft of Motor Vehicle,7200 130TH ST,1,2017,17-3074
Theft of Motor Vehicle,6900 144A ST,1,2017,17-3100
Theft of Motor Vehicle,10500 156TH ST,1,2017,17-3137
Theft of Motor Vehicle,16500 104TH AVE,1,2017,17-11315
Theft of Motor Vehicle,13200 84TH AVE,1,2017,17-3276
Break and Enter - Residence,15500 59TH AVE,1,2017,17-3125
Break and Enter - Residence,13100 CRESCENT RD,1,2017,17-3526
Break and Enter - Residence,6200 171A ST,1,2017,17-3231
Break and Enter - Residence,18800 60TH AVE,1,2017,17-3483
Break and Enter - Residence,10800 133A ST,1,2017,17-3285
Break and Enter - Business,7400 132ND ST,1,2017,17-3310
Break and Enter - Residence,13900 62ND AVE,1,2017,17-3350
Theft from Motor Vehicle,999900 UNKNOWN,1,2017,17-6355
Fatal/Injury Collision,72ND AVE / 126TH ST,1,2017,17-3452
Fatal/Injury Collision,72ND AVE / 126TH ST,1,2017,17-3452
Fatal/Injury Collision,104TH AVE / 160TH ST,1,2017,17-3453
Fatal/Injury Collision,16800 94A AVE,1,2017,17-3458
Fatal/Injury Collision,80TH AVE / 176TH ST,1,2017,17-3461
Fatal/Injury Collision,192ND ST / 22ND AVE,1,2017,17-3463
Fatal/Injury Collision,18200 BLOCK 24TH AVE,1,2017,17-3465
Fatal/Injury Collision,192ND ST / 64TH AVE,1,2017,17-3466
Fatal/Injury Collision,96TH AVE / 168TH ST,1,2017,17-3468
Fatal/Injury Collision,177B ST / 60TH AVE,1,2017,17-3474
Fatal/Injury Collision,24TH AVE / CROYDON DR,1,2017,17-3477
Fatal/Injury Collision,192ND ST / 32ND AVE,1,2017,17-3489
Fatal/Injury Collision,24TH AVE / CROYDON DR,1,2017,17-3495
Fatal/Injury Collision,8400 123RD ST,1,2017,17-3530
Fatal/Injury Collision,144TH ST / 64TH AVE,1,2017,17-3538
Fatal/Injury Collision,3200 BLOCK 176TH ST,1,2017,17-3678
Fatal/Injury Collision,KING GEORGE BLVD / 100TH AVE,1,2017,17-3681
Fatal/Injury Collision,6200 129TH ST,1,2017,17-3692
Fatal/Injury Collision,15000 96TH AVE,1,2017,17-3709
Fatal/Injury Collision,15100 61A AVE,1,2017,17-3715
Fatal/Injury Collision,15200 19A AVE,1,2017,17-3812
Fatal/Injury Collision,14900 62ND AVE,1,2017,17-4561
Shoplifting,17600 60TH AVE,1,2017,17-4024
Shoplifting,14600 104TH AVE,1,2017,17-3557
Shoplifting,10100 KING GEORGE BLVD,1,2017,17-3595
Shoplifting,10300 152ND ST,1,2017,17-3606
Shoplifting,13700 104TH AVE,1,2017,17-3622
Shoplifting,7500 KING GEORGE BLVD,1,2017,17-3637
Shoplifting,7400 KING GEORGE BLVD,1,2017,17-3675
Shoplifting,15900 FRASER HWY,1,2017,17-3723
Theft from Motor Vehicle,19200 70TH AVE,1,2017,17-3953
Theft from Motor Vehicle,10300 KING GEORGE BLVD,1,2017,17-3620
Theft from Motor Vehicle,152ND ST / 64TH AVE,1,2017,17-3698
Theft from Motor Vehicle,7600 127TH ST,1,2017,17-4127
Theft from Motor Vehicle,16200 59TH AVE,1,2017,17-3909
Theft from Motor Vehicle,13700 74TH AVE,1,2017,17-3618
Theft from Motor Vehicle,13400 83A AVE,1,2017,17-3639
Theft from Motor Vehicle,15300 105TH AVE,1,2017,17-3666
Theft from Motor Vehicle,7900 134TH ST,1,2017,17-4723
Theft from Motor Vehicle,139TH ST / 94A AVE,1,2017,17-4422
Theft from Motor Vehicle,6900 KING GEORGE BLVD,1,2017,17-3786
Theft from Motor Vehicle,15200 GUILDFORD DR,1,2017,17-3886
Theft of Motor Vehicle,128TH ST / 100TH AVE,1,2017,17-3447
Theft of Motor Vehicle,7200 192ND ST,1,2017,17-3470
Theft of Motor Vehicle,1400 161ST ST,1,2017,17-3471
Theft of Motor Vehicle,12400 82ND AVE,1,2017,17-3481
Theft of Motor Vehicle,12100 95A AVE,1,2017,17-3539
Theft of Motor Vehicle,13400 102ND AVE,1,2017,17-3657
Break and Enter - Business,8000 132ND ST,1,2017,17-3446
Break and Enter - Residence,13800 FALKIRK DR,1,2017,17-3511
Break and Enter - Residence,8800 160TH ST,1,2017,17-3593
Break and Enter - Business,1800 SOUTHMERE CRES E,1,2017,17-3621
Break and Enter - Business,13900 104TH AVE,1,2017,17-3796
Graffiti,8035 130 ST,1,2017,18494953
Graffiti,13678 GROSVENOR RD,1,2017,18496501
Fatal/Injury Collision,152A ST / 66A AVE,1,2017,17-3917
Fatal/Injury Collision,154TH ST / 99A AVE,1,2017,17-3947
Fatal/Injury Collision,66TH AVE / 124TH ST,1,2017,17-3997
Fatal/Injury Collision,12200 KING GEORGE BLVD,1,2017,17-4007
Fatal/Injury Collision,152ND ST / 105TH AVE,1,2017,17-4073
Fatal/Injury Collision,152ND ST / 56TH AVE,1,2017,17-4083
Fatal/Injury Collision,144TH ST / 60TH AVE,1,2017,17-4088
Fatal/Injury Collision,148TH ST / KING GEORGE BLVD,1,2017,17-4137
Fatal/Injury Collision,12400 88TH AVE,1,2017,17-4178
Fatal/Injury Collision,15300 102A AVE,1,2017,17-4273
Shoplifting,8900 152ND ST,1,2017,17-3992
Shoplifting,7500 KING GEORGE BLVD,1,2017,17-4003
Shoplifting,10300 152ND ST,1,2017,17-4023
Shoplifting,13400 102ND AVE,1,2017,17-4071
Shoplifting,10700 KING GEORGE BLVD,1,2017,17-4078
Shoplifting,15800 26TH AVE,1,2017,17-4093
Shoplifting,10100 KING GEORGE BLVD,1,2017,17-4151
Shoplifting,8900 152ND ST,1,2017,17-4224
Theft from Motor Vehicle,13400 104TH AVE,1,2017,17-5383
Theft from Motor Vehicle,6800 183RD ST,1,2017,17-3881
Theft from Motor Vehicle,12700 61A AVE,1,2017,17-3900
Theft from Motor Vehicle,12500 72ND AVE,1,2017,17-4411
Theft from Motor Vehicle,5800 136TH ST,1,2017,17-4594
Theft from Motor Vehicle,125A ST / 56TH AVE,1,2017,17-4000
Theft from Motor Vehicle,6300 129TH ST,1,2017,17-4005
Theft from Motor Vehicle,6900 KING GEORGE BLVD,1,2017,17-4141
Theft from Motor Vehicle,3100 MCBRIDE AVE,1,2017,17-4125
Theft from Motor Vehicle,13600 55A AVE,1,2017,17-4372
Theft from Motor Vehicle,13100 COULTHARD RD,1,2017,17-4630
Theft from Motor Vehicle,6000 176TH ST,1,2017,17-4252
Theft from Motor Vehicle,17700 60TH AVE,1,2017,17-4320
Theft from Motor Vehicle,16400 63RD AVE,1,2017,17-4366
Theft from Motor Vehicle,7800 147A ST,1,2017,17-4255
Theft from Motor Vehicle,13000 COULTHARD RD,1,2017,17-4623
Theft from Motor Vehicle,12500 110TH AVE,1,2017,17-4844
Theft of Motor Vehicle,15000 81ST AVE,1,2017,17-3901
Theft of Motor Vehicle,15100 105TH AVE,1,2017,17-3908
Theft of Motor Vehicle,13400 79TH AVE,1,2017,17-3897
Theft of Motor Vehicle,9500 130A ST,1,2017,17-3921
Theft of Motor Vehicle,12800 93RD AVE,1,2017,17-3926
Theft of Motor Vehicle,2500 KING GEORGE BLVD,1,2017,17-3939
Theft of Motor Vehicle,2800 184TH ST,1,2017,17-3948
Theft of Motor Vehicle,16400 20TH AVE,1,2017,17-4025
Theft of Motor Vehicle,17300 62A AVE,1,2017,17-4379
Theft from Motor Vehicle,9000 160TH ST,1,2017,17-4080
Break and Enter - Business,15200 18TH AVE,1,2017,17-3954
Break and Enter - Residence,6500 192ND ST,1,2017,17-3879
Break and Enter - Residence,6500 192ND ST,1,2017,17-4143
Break and Enter - Residence,6500 192ND ST,1,2017,17-4144
Break and Enter - Residence,6500 192ND ST,1,2017,17-4145
Break and Enter - Residence,2800 184TH ST,1,2017,17-3948
Break and Enter - Residence,11500 97TH AVE,1,2017,17-4134
Break and Enter - Residence,6700 129TH ST,1,2017,17-5197
Break and Enter - Residence,11200 136TH ST,1,2017,17-3965
Break and Enter - Residence,16400 20TH AVE,1,2017,17-4025
Break and Enter - Residence,14100 62B AVE,1,2017,17-4146
Break and Enter - Residence,16400 20TH AVE,1,2017,17-15925
Fatal/Injury Collision,10700 KING GEORGE BLVD,1,2017,17-4346
Fatal/Injury Collision,KING GEORGE BLVD / 128TH ST,1,2017,17-4408
Fatal/Injury Collision,132ND ST / 84TH AVE,1,2017,17-4369
Fatal/Injury Collision,132ND ST / 84TH AVE,1,2017,17-4384
Fatal/Injury Collision,15500 91ST AVE,1,2017,17-4407
Fatal/Injury Collision,15500 91ST AVE,1,2017,17-4407
Fatal/Injury Collision,172ND ST / 84TH AVE,1,2017,17-4482
Fatal/Injury Collision,172ND ST / 84TH AVE,1,2017,17-4482
Fatal/Injury Collision,166TH ST / FRASER HWY,1,2017,17-4542
Fatal/Injury Collision,152ND ST / 68TH AVE,1,2017,17-4568
Fatal/Injury Collision,60TH AVE / 176TH ST,1,2017,17-4595
Fatal/Injury Collision,15200 FRASER HWY,1,2017,17-4606
Fatal/Injury Collision,64TH AVE / 184TH ST,1,2017,17-4616
Fatal/Injury Collision,00 176TH ST,1,2017,17-4895
Fatal/Injury Collision,172ND ST / 56TH AVE,1,2017,17-4633
Fatal/Injury Collision,196TH ST / 64TH AVE,1,2017,17-4647
Shoplifting,10300 152ND ST,1,2017,17-4484
Shoplifting,10300 152ND ST,1,2017,17-4501
Shoplifting,17700 64TH AVE,1,2017,17-4541
Shoplifting,15900 FRASER HWY,1,2017,17-4550
Shoplifting,14600 104TH AVE,1,2017,17-4579
Shoplifting,10300 152ND ST,1,2017,17-4629
Theft from Motor Vehicle,12200 100A AVE,1,2017,17-4720
Theft from Motor Vehicle,17900 57A AVE,1,2017,17-7667
Theft from Motor Vehicle,17400 64A AVE,1,2017,17-4417
Theft from Motor Vehicle,6300 165A ST,1,2017,17-4359
Theft from Motor Vehicle,7900 128TH ST,1,2017,17-4424
Theft from Motor Vehicle,3000 KING GEORGE BLVD,1,2017,17-10415
Theft from Motor Vehicle,13100 110TH AVE,1,2017,17-4522
Theft from Motor Vehicle,13200 COULTHARD RD,1,2017,17-4472
Theft from Motor Vehicle,16500 FRASER HWY,1,2017,17-4575
Theft from Motor Vehicle,19000 94TH AVE,1,2017,17-4572
Theft from Motor Vehicle,6100 150B ST,1,2017,17-4672
Theft from Motor Vehicle,13700 74TH AVE,1,2017,17-4810
Theft from Motor Vehicle,6400 184TH ST,1,2017,17-4811
Theft from Motor Vehicle,17200 64A AVE,1,2017,17-4914
Theft from Motor Vehicle,14900 67A AVE,1,2017,17-4804
Theft from Motor Vehicle,16300 64TH AVE,1,2017,17-4861
Theft from Motor Vehicle,8700 161ST ST,1,2017,17-4807
Theft from Motor Vehicle,15200 GUILDFORD DR,1,2017,17-5128
Theft from Motor Vehicle,6900 148A ST,1,2017,17-4964
Theft of Motor Vehicle,12100 98A AVE,1,2017,17-4358
Theft of Motor Vehicle,9700 153A ST,1,2017,17-4344
Theft of Motor Vehicle,15200 85TH AVE,1,2017,17-4367
Theft of Motor Vehicle,112A AVE / 125A ST,1,2017,17-4368
Theft of Motor Vehicle,5800 137B ST,1,2017,17-4459
Theft of Motor Vehicle,10500 135A ST,1,2017,17-4576
Theft of Motor Vehicle,10200 124A ST,1,2017,17-4787
Theft of Motor Vehicle,13700 74TH AVE,1,2017,17-4994
Theft of Motor Vehicle,12900 110TH AVE,1,2017,17-4876
Break and Enter - Business,112A AVE / 125A ST,1,2017,17-4368
Break and Enter - Residence,13900 CRESCENT RD,1,2017,17-7636
Break and Enter - Business,13400 KING GEORGE BLVD,1,2017,17-4391
Break and Enter - Business,7200 132ND ST,1,2017,17-4401
Break and Enter - Residence,16300 64TH AVE,1,2017,17-4431
Break and Enter - Business,13700 74TH AVE,1,2017,17-4788
Graffiti,5960 ANGUS PL,1,2017,18502350
Graffiti,15905 FRASER HWY,1,2017,18505155
Fatal/Injury Collision,160TH ST / 104TH AVE,1,2017,17-4805
Fatal/Injury Collision,KING GEORGE BLVD / UNIVERSITY DR,1,2017,17-4808
Fatal/Injury Collision,72ND AVE / 125TH ST,1,2017,17-4868
Fatal/Injury Collision,128TH ST / 88TH AVE,1,2017,17-4972
Fatal/Injury Collision,98TH AVE / 130TH ST,1,2017,17-4975
Fatal/Injury Collision,7100 144TH ST,1,2017,17-4998
Fatal/Injury Collision,66TH AVE / 124TH ST,1,2017,17-5034
Fatal/Injury Collision,17800 55TH AVE,1,2017,17-5065
Fatal/Injury Collision,152ND ST / 56TH AVE,1,2017,17-5085
Fatal/Injury Collision,103A AVE / SCOTT RD,1,2017,17-5136
Shoplifting,8900 152ND ST,1,2017,17-4879
Shoplifting,10300 KING GEORGE BLVD,1,2017,17-4910
Shoplifting,14600 104TH AVE,1,2017,17-4981
Shoplifting,10100 KING GEORGE BLVD,1,2017,17-4999
Shoplifting,2300 GUILDFORD TOWN CNTR,1,2017,17-5042
Shoplifting,9000 152ND ST,1,2017,17-5055
Shoplifting,10100 KING GEORGE BLVD,1,2017,17-5068
Shoplifting,10400 152ND ST,1,2017,17-5078
Theft from Motor Vehicle,7100 134TH ST,1,2017,17-5183
Theft from Motor Vehicle,13700 74TH AVE,1,2017,17-4774
Theft from Motor Vehicle,13300 57TH AVE,1,2017,17-4795
Theft from Motor Vehicle,15900 84TH AVE,1,2017,17-4828
Theft from Motor Vehicle,10100 KING GEORGE BLVD,1,2017,17-300017
Theft from Motor Vehicle,15200 GUILDFORD DR,1,2017,17-4838
Theft from Motor Vehicle,15300 SEQUOIA DR,1,2017,17-4849
Theft from Motor Vehicle,17200 64A AVE,1,2017,17-4873
Theft from Motor Vehicle,19400 LANGLEY BPS,1,2017,17-6598
Theft from Motor Vehicle,18600 96TH AVE,1,2017,17-8552
Theft from Motor Vehicle,6900 KING GEORGE BLVD,1,2017,17-5008
Theft from Motor Vehicle,5800 173RD ST,1,2017,17-4966
Theft from Motor Vehicle,6700 193A ST,1,2017,17-5015
Theft from Motor Vehicle,15300 102A AVE,1,2017,17-4978
Theft from Motor Vehicle,15200 GUILDFORD DR,1,2017,17-5137
Theft from Motor Vehicle,10300 152ND ST,1,2017,17-5076
Theft from Motor Vehicle,6700 150TH ST,1,2017,17-6069
Theft from Motor Vehicle,8500 150TH ST,1,2017,17-5296
Theft from Motor Vehicle,6300 189TH ST,1,2017,17-5290
Theft from Motor Vehicle,14900 59TH AVE,1,2017,17-5255
Theft from Motor Vehicle,16200 23A AVE,1,2017,17-5270
Theft from Motor Vehicle,14700 57A AVE,1,2017,17-5295
Theft of Motor Vehicle,13400 87A AVE,1,2017,17-4756
Theft of Motor Vehicle,13400 87B AVE,1,2017,17-4832
Theft of Motor Vehicle,15000 76A AVE,1,2017,17-5342
Theft of Motor Vehicle,13300 55A AVE,1,2017,17-5339
Theft of Motor Vehicle,18900 69TH AVE,1,2017,17-5203
Theft of Motor Vehicle,10400 168TH ST,1,2017,17-5257
Break and Enter - Business,3300 151ST ST,1,2017,17-4771
Break and Enter - Business,13900 104TH AVE,1,2017,17-4784
Break and Enter - Business,16300 64TH AVE,1,2017,17-7048
Break and Enter - Business,9000 KING GEORGE BLVD,1,2017,17-4862
Break and Enter - Residence,15100 EAGLE PL,1,2017,17-4894
Break and Enter - Residence,5700 156TH ST,1,2017,17-5019
Break and Enter - Residence,13700 115TH AVE,1,2017,17-5006
Break and Enter - Residence,11200 LANSDOWNE DR,1,2017,17-5114
Break and Enter - Residence,12400 92ND AVE,1,2017,17-5161
Break and Enter - Business,10300 133A ST,1,2017,17-5169
Break and Enter - Business,3000 KING GEORGE BLVD,1,2017,17-5181
Theft from Motor Vehicle,12600 112A AVE,1,2017,17-14194
Theft from Motor Vehicle,999900 UNKNOWN,1,2017,17-5061
Fatal/Injury Collision,10400 WHALLEY BLVD,1,2017,17-5222
Fatal/Injury Collision,WHALLEY BLVD / 108TH AVE,1,2017,17-5254
Fatal/Injury Collision,108TH AVE / 148TH ST,1,2017,17-5259
Fatal/Injury Collision,14800 BLOCK 97TH AVE,1,2017,17-5272
Fatal/Injury Collision,64TH AVE / 152ND ST,1,2017,17-5312
Fatal/Injury Collision,7100 KING GEORGE BLVD,1,2017,17-5313
Fatal/Injury Collision,152ND ST / 32ND AVE,1,2017,17-5326
Fatal/Injury Collision,OLD YALE RD / 132ND ST,1,2017,17-5338
Fatal/Injury Collision,8TH AVE / 176TH ST,1,2017,17-5439
Fatal/Injury Collision,58TH AVE / 176TH ST,1,2017,17-5463
Fatal/Injury Collision,72ND AVE / 138TH ST,1,2017,17-5493
Fatal/Injury Collision,102ND AVE / CITY PKWY,1,2017,17-5567
Fatal/Injury Collision,102ND AVE / CITY PKWY,1,2017,17-5567
Fatal/Injury Collision,72ND AVE / 188TH ST,1,2017,17-5777
Fatal/Injury Collision,188TH ST / 72ND AVE,1,2017,17-5574
Fatal/Injury Collision,184TH ST / 71ST AVE,1,2017,17-5602
Fatal/Injury Collision,152ND ST / 82ND AVE,1,2017,17-5656
Shoplifting,7500 KING GEORGE BLVD,1,2017,17-5265
Shoplifting,7500 KING GEORGE BLVD,1,2017,17-5367
Shoplifting,12000 NORDEL WAY,1,2017,17-5448
Shoplifting,10300 152ND ST,1,2017,17-5377
Shoplifting,14600 104TH AVE,1,2017,17-5423
Shoplifting,10700 KING GEORGE BLVD,1,2017,17-5436
Shoplifting,10300 152ND ST,1,2017,17-5513
Shoplifting,12400 88TH AVE,1,2017,17-5962
Shoplifting,14600 104TH AVE,1,2017,17-5555
Shoplifting,10100 KING GEORGE BLVD,1,2017,17-5569
Theft from Motor Vehicle,6100 168TH ST,1,2017,17-6403
Theft from Motor Vehicle,10000 SCOTT RD,1,2017,17-5235
Theft from Motor Vehicle,7000 149TH ST,1,2017,17-5321
Theft from Motor Vehicle,15500 ROSEMARY HEIGHTS CRES,1,2017,17-5243
Theft from Motor Vehicle,5700 147A ST,1,2017,17-5301
Theft from Motor Vehicle,15800 24TH AVE,1,2017,17-5322
Theft from Motor Vehicle,10300 152ND ST,1,2017,17-5517
Theft from Motor Vehicle,1900 148TH ST,1,2017,17-5881
Theft from Motor Vehicle,10400 WILLOW GRV,1,2017,17-6235
Theft from Motor Vehicle,16100 111A AVE,1,2017,17-5454
Theft from Motor Vehicle,6200 KING GEORGE BLVD,1,2017,17-5849
Theft from Motor Vehicle,13600 113TH AVE,1,2017,17-5898
Theft from Motor Vehicle,15100 108TH AVE,1,2017,17-5917
Theft from Motor Vehicle,13600 104TH AVE,1,2017,17-5511
Theft from Motor Vehicle,9500 130A ST,1,2017,17-5518
Theft from Motor Vehicle,161A ST / 24TH AVE,1,2017,17-6215
Theft from Motor Vehicle,12100 84TH AVE,1,2017,17-5859
Theft from Motor Vehicle,132ND ST / 108TH AVE,1,2017,17-5604
Theft from Motor Vehicle,14600 62A AVE,1,2017,17-5748
Theft of Motor Vehicle,8800 150TH ST,1,2017,17-5250
Theft of Motor Vehicle,7000 125A ST,1,2017,17-5267
Theft of Motor Vehicle,12800 64TH AVE,1,2017,17-5269
Theft of Motor Vehicle,13100 63A AVE,1,2017,17-5278
Theft of Motor Vehicle,15500 COLEBROOK RD,1,2017,17-5305
Theft of Motor Vehicle,2500 128TH ST,1,2017,17-5357
Theft of Motor Vehicle,9400 128TH ST,1,2017,17-5747
Theft of Motor Vehicle,14000 103A AVE,1,2017,17-5765
Theft of Motor Vehicle,13500 102ND AVE,1,2017,17-5644
Theft of Motor Vehicle,8900 143RD ST,1,2017,17-5766
Theft from Motor Vehicle,1900 OCEAN WIND DR,1,2017,17-6254
Theft from Motor Vehicle,7300 KING GEORGE BLVD,1,2017,17-5277
Break and Enter - Residence,10300 127A ST,1,2017,17-5199
Break and Enter - Business,12100 72ND AVE,1,2017,17-5239
Break and Enter - Business,7700 128TH ST,1,2017,17-5240
Break and Enter - Residence,10900 PARTRIDGE CRES,1,2017,17-5286
Break and Enter - Residence,15000 ROBIN CRES,1,2017,17-5447
Break and Enter - Residence,12300 IONA PL,1,2017,17-5737
Break and Enter - Residence,17200 60TH AVE,1,2017,17-5920
Break and Enter - Business,13400 90TH AVE,1,2017,17-5563
Break and Enter - Business,15300 56TH AVE,1,2017,17-5583
Break and Enter - Business,13600 84TH AVE,1,2017,17-5802
Fatal/Injury Collision,132ND ST / 60TH AVE,1,2017,17-5620
Theft from Motor Vehicle,9500 195TH ST,1,2017,17-11934
Theft from Motor Vehicle,999900 UNKNOWN,1,2017,17-6802
Fatal/Injury Collision,107A AVE / KING GEORGE BLVD,1,2017,17-5715
Fatal/Injury Collision,15300 72ND AVE,1,2017,17-5718
Fatal/Injury Collision,32ND AVE / 152ND ST,1,2017,17-5745
Fatal/Injury Collision,24TH AVE / 184TH ST,1,2017,17-5820
Fatal/Injury Collision,140TH ST / 72ND AVE,1,2017,17-5863
Fatal/Injury Collision,120A ST / 75A AVE,1,2017,17-5906
Fatal/Injury Collision,FRASER HWY / 168TH ST,1,2017,17-5946
Fatal/Injury Collision,2800 152ND ST,1,2017,17-5978
Fatal/Injury Collision,KING GEORGE BLVD / 74TH AVE,1,2017,17-6018
Fatal/Injury Collision,154TH ST / 104TH AVE,1,2017,17-6021
Fatal/Injury Collision,10300 152ND ST,1,2017,17-6029
Fatal/Injury Collision,176TH ST / 12TH AVE,1,2017,17-6033
Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,1,2017,17-6034
Fatal/Injury Collision,12300 72ND AVE,1,2017,17-6051
Shoplifting,8900 152ND ST,1,2017,17-5794
Shoplifting,9000 152ND ST,1,2017,17-5823
Shoplifting,10700 KING GEORGE BLVD,1,2017,17-5870
Shoplifting,1600 152ND ST,1,2017,17-5875
Shoplifting,10300 KING GEORGE BLVD,1,2017,17-5878
Shoplifting,10300 152ND ST,1,2017,17-5936
Shoplifting,13400 102ND AVE,1,2017,17-5992
Shoplifting,10300 152ND ST,1,2017,17-6013
Theft from Motor Vehicle,13100 68TH AVE,1,2017,17-6651
Theft from Motor Vehicle,14200 72A AVE,1,2017,17-5757
